,Customer Name,recency,Spent,Date Last Quarter,Customer ID,Number of Orders,segment,segment_name
422,Postgraduate,89,122.0,5/6/2014,422,7,2,Zappeur
423,Undergraduate,96,36.0,4/6/2013,423,5,2,Zappeur
424,Graduate,56,34.0,13-04-2013,424,4,2,Zappeur
425,Postgraduate,72,156.0,4/12/2013,425,8,2,Zappeur
426,Graduate,14,14.0,24-04-2014,426,3,2,Zappeur
427,Graduate,13,37.0,5/4/2014,427,4,2,Zappeur
428,Undergraduate,99,34.0,4/5/2014,428,4,2,Zappeur
429,Graduate,72,20.0,25-04-2013,429,3,2,Zappeur
430,Postgraduate,92,192.0,9/5/2013,430,9,2,Zappeur
431,Graduate,87,1379.0,29-10-2012,431,16,3,Habituel
432,Graduate,7,48.0,23-01-2013,432,5,2,Zappeur
433,Postgraduate,91,428.0,25-11-2013,433,14,0,Potentiel
434,Graduate,71,868.0,2/2/2014,434,22,3,Habituel
435,Graduate,24,1001.0,21-06-2013,435,24,3,Habituel
436,Postgraduate,17,59.0,21-12-2013,436,6,2,Zappeur
437,Undergraduate,87,431.0,7/9/2013,437,14,0,Potentiel
438,Graduate,21,971.0,22-08-2013,438,24,3,Habituel
439,Graduate,90,348.0,7/2/2013,439,12,0,Potentiel
440,Undergraduate,44,2059.0,4/7/2013,440,23,1,Fidele
441,Postgraduate,71,265.0,20-12-2013,441,10,2,Zappeur
442,Graduate,52,270.0,6/8/2013,442,11,2,Zappeur
443,Undergraduate,78,1289.0,30-12-2012,443,18,3,Habituel
444,Graduate,2,893.0,17-03-2014,444,12,3,Habituel
445,Graduate,60,926.0,13-07-2013,445,21,3,Habituel
446,Postgraduate,25,135.0,9/10/2013,446,7,2,Zappeur
447,Graduate,47,1495.0,29-12-2013,447,18,1,Fidele
448,Graduate,46,120.0,9/6/2013,448,7,2,Zappeur
449,Postgraduate,83,1288.0,22-12-2013,449,19,3,Habituel
450,Postgraduate,17,1743.0,2/5/2013,450,16,1,Fidele
451,Graduate,13,15.0,16-02-2013,451,3,2,Zappeur
452,Graduate,86,542.0,17-10-2013,452,17,0,Potentiel
453,Postgraduate,92,890.0,1/12/2013,453,22,3,Habituel
454,Graduate,47,1388.0,7/9/2012,454,29,3,Habituel
455,Graduate,18,17.0,20-08-2012,455,3,2,Zappeur
456,Postgraduate,81,906.0,15-09-2012,456,23,3,Habituel
457,Graduate,91,44.0,1/4/2013,457,4,2,Zappeur
458,Graduate,58,25.0,25-05-2014,458,4,2,Zappeur
459,Graduate,40,973.0,25-09-2012,459,22,3,Habituel
460,Postgraduate,67,31.0,1/1/2014,460,4,2,Zappeur
461,Postgraduate,19,518.0,22-09-2013,461,16,0,Potentiel
462,Postgraduate,93,530.0,28-01-2014,462,15,0,Potentiel
463,Graduate,41,506.0,26-06-2014,463,14,0,Potentiel
464,Postgraduate,60,70.0,24-02-2014,464,5,2,Zappeur
465,Postgraduate,54,54.0,3/3/2014,465,5,2,Zappeur
466,Graduate,26,296.0,23-04-2013,466,10,2,Zappeur
467,Graduate,30,266.0,31-10-2012,467,11,2,Zappeur
468,Postgraduate,93,747.0,6/3/2014,468,18,0,Potentiel
469,Postgraduate,35,895.0,15-08-2012,469,28,3,Habituel
470,Postgraduate,4,1053.0,27-03-2013,470,15,3,Habituel
471,Graduate,92,735.0,10/10/2013,471,19,0,Potentiel
472,Graduate,24,20.0,4/8/2012,472,4,2,Zappeur
473,Undergraduate,96,205.0,2/1/2013,473,9,2,Zappeur
474,Postgraduate,11,2092.0,18-05-2014,474,19,1,Fidele
475,Graduate,99,309.0,18-02-2013,475,12,2,Zappeur
476,Graduate,72,1722.0,9/5/2014,476,21,1,Fidele
477,Postgraduate,77,900.0,23-05-2014,477,11,3,Habituel
478,Postgraduate,85,682.0,23-10-2012,478,19,0,Potentiel
479,Postgraduate,88,663.0,31-10-2012,479,19,0,Potentiel
480,Graduate,22,43.0,30-12-2013,480,5,2,Zappeur
481,Postgraduate,83,1816.0,11/8/2013,481,17,1,Fidele
482,Postgraduate,63,976.0,19-08-2012,482,24,3,Habituel
483,Graduate,9,746.0,30-10-2013,483,20,0,Potentiel
484,Graduate,92,64.0,10/10/2012,484,4,2,Zappeur
485,Postgraduate,2,32.0,14-09-2012,485,4,2,Zappeur
486,Undergraduate,6,263.0,14-11-2013,486,8,2,Zappeur
487,Postgraduate,66,1445.0,26-06-2013,487,19,1,Fidele
488,Postgraduate,49,46.0,26-01-2014,488,4,2,Zappeur
489,Graduate,29,1210.0,28-10-2012,489,26,3,Habituel
490,Graduate,77,945.0,24-09-2012,490,23,3,Habituel
491,Graduate,77,1157.0,3/12/2012,491,21,3,Habituel
492,Graduate,71,137.0,22-02-2013,492,7,2,Zappeur
493,Graduate,49,730.0,12/1/2013,493,19,0,Potentiel
494,Postgraduate,97,216.0,27-11-2013,494,9,2,Zappeur
495,Graduate,6,943.0,13-04-2013,495,22,3,Habituel
496,Graduate,93,347.0,5/4/2014,496,13,0,Potentiel
497,Postgraduate,78,1924.0,21-04-2013,497,18,1,Fidele
498,Postgraduate,62,397.0,22-05-2014,498,13,0,Potentiel
499,Postgraduate,47,2089.0,3/4/2013,499,21,1,Fidele
500,Graduate,9,138.0,6/8/2012,500,7,2,Zappeur
501,Graduate,77,42.0,15-11-2013,501,4,2,Zappeur
502,Graduate,24,777.0,29-12-2012,502,16,0,Potentiel
503,Postgraduate,19,1902.0,24-08-2012,503,19,1,Fidele
504,Graduate,67,52.0,21-06-2013,504,5,2,Zappeur
505,Postgraduate,95,1651.0,7/11/2012,505,12,1,Fidele
506,Graduate,48,358.0,2/12/2013,506,12,0,Potentiel
507,Graduate,73,1727.0,19-07-2013,507,15,1,Fidele
508,Graduate,35,210.0,21-06-2013,508,7,2,Zappeur
509,Graduate,76,42.0,16-12-2012,509,4,2,Zappeur
510,Postgraduate,20,1291.0,25-05-2013,510,19,3,Habituel
511,Postgraduate,72,442.0,28-03-2013,511,14,0,Potentiel
512,Graduate,20,1895.0,20-10-2013,512,16,1,Fidele
513,Postgraduate,69,411.0,17-03-2014,513,13,0,Potentiel
514,Undergraduate,80,521.0,11/5/2013,514,15,0,Potentiel
515,Graduate,65,1168.0,14-04-2013,515,16,3,Habituel
516,Postgraduate,52,493.0,3/2/2013,516,16,0,Potentiel
517,Graduate,65,260.0,30-06-2013,517,10,2,Zappeur
518,Graduate,57,46.0,23-08-2013,518,5,2,Zappeur
519,Postgraduate,70,319.0,1/3/2014,519,12,2,Zappeur
520,Graduate,0,96.0,27-01-2014,520,6,2,Zappeur
521,Graduate,19,1062.0,1/3/2014,521,15,3,Habituel
522,Undergraduate,50,232.0,16-08-2013,522,10,2,Zappeur
523,Postgraduate,67,76.0,30-09-2012,523,6,2,Zappeur
524,Undergraduate,46,54.0,8/9/2012,524,6,2,Zappeur
525,Graduate,37,201.0,4/12/2012,525,9,2,Zappeur
526,Postgraduate,38,406.0,27-11-2013,526,12,0,Potentiel
527,Postgraduate,9,1919.0,8/6/2014,527,19,1,Fidele
528,Graduate,56,662.0,12/8/2012,528,18,0,Potentiel
529,Undergraduate,98,41.0,3/11/2013,529,6,2,Zappeur
530,Graduate,68,1600.0,15-02-2013,530,13,1,Fidele
531,Graduate,72,134.0,18-09-2013,531,7,2,Zappeur
532,Graduate,47,69.0,18-06-2014,532,6,2,Zappeur
533,Postgraduate,33,21.0,24-04-2013,533,4,2,Zappeur
534,Undergraduate,87,54.0,17-06-2013,534,5,2,Zappeur
535,Graduate,0,91.0,11/4/2013,535,6,2,Zappeur
536,Postgraduate,73,526.0,18-01-2014,536,16,0,Potentiel
537,Graduate,74,162.0,15-02-2014,537,7,2,Zappeur
538,Postgraduate,4,1008.0,8/8/2013,538,24,3,Habituel
539,Graduate,50,240.0,23-12-2013,539,10,2,Zappeur
540,Postgraduate,57,795.0,7/11/2013,540,19,0,Potentiel
541,Graduate,30,1772.0,6/8/2012,541,18,1,Fidele
542,Undergraduate,27,64.0,28-11-2012,542,6,2,Zappeur
543,Graduate,61,1957.0,7/8/2013,543,19,1,Fidele
544,Graduate,4,78.0,4/6/2013,544,6,2,Zappeur
545,Graduate,75,1572.0,8/3/2014,545,19,1,Fidele
546,Postgraduate,12,795.0,7/1/2014,546,24,0,Potentiel
547,Undergraduate,13,889.0,3/12/2013,547,21,3,Habituel
548,Postgraduate,9,331.0,26-01-2014,548,12,2,Zappeur
549,Postgraduate,48,265.0,29-03-2014,549,10,2,Zappeur
550,Graduate,80,1065.0,31-03-2014,550,15,3,Habituel
551,Postgraduate,60,11.0,8/4/2014,551,3,2,Zappeur
552,Graduate,43,21.0,7/2/2014,552,3,2,Zappeur
553,Graduate,19,17.0,18-04-2013,553,3,2,Zappeur
554,Graduate,26,369.0,6/11/2013,554,11,0,Potentiel
555,Postgraduate,58,38.0,12/9/2012,555,4,2,Zappeur
556,Undergraduate,42,177.0,1/3/2013,556,8,2,Zappeur
557,Postgraduate,27,279.0,5/4/2013,557,11,2,Zappeur
558,Postgraduate,56,62.0,3/8/2013,558,5,2,Zappeur
559,Postgraduate,27,1230.0,22-05-2013,559,18,3,Habituel
560,Graduate,10,182.0,9/9/2013,560,8,2,Zappeur
561,Graduate,48,49.0,16-06-2013,561,6,2,Zappeur
562,Postgraduate,39,75.0,25-06-2013,562,6,2,Zappeur
563,Postgraduate,85,227.0,15-01-2014,563,10,2,Zappeur
564,Postgraduate,64,215.0,5/11/2013,564,10,2,Zappeur
565,Graduate,69,444.0,7/6/2014,565,13,0,Potentiel
566,Undergraduate,54,47.0,5/12/2012,566,4,2,Zappeur
567,Postgraduate,57,143.0,7/9/2013,567,6,2,Zappeur
568,Graduate,64,55.0,5/7/2013,568,5,2,Zappeur
569,Undergraduate,10,63.0,7/12/2012,569,7,2,Zappeur
570,Graduate,65,1867.0,12/9/2012,570,21,1,Fidele
571,Postgraduate,74,611.0,27-01-2014,571,18,0,Potentiel
572,Graduate,4,473.0,13-09-2013,572,15,0,Potentiel
573,Graduate,94,55.0,1/8/2013,573,5,2,Zappeur
574,Postgraduate,41,81.0,2/10/2013,574,5,2,Zappeur
575,Postgraduate,25,2086.0,31-01-2013,575,21,1,Fidele
576,Postgraduate,94,1478.0,1/4/2014,576,19,1,Fidele
577,Graduate,9,49.0,23-08-2013,577,4,2,Zappeur
578,Postgraduate,47,382.0,16-09-2013,578,14,0,Potentiel
579,Postgraduate,12,69.0,9/7/2013,579,6,2,Zappeur
580,Graduate,80,67.0,10/11/2012,580,5,2,Zappeur
581,Postgraduate,20,30.0,18-03-2013,581,4,2,Zappeur
582,Undergraduate,39,63.0,20-10-2013,582,6,2,Zappeur
583,Graduate,57,79.0,15-04-2013,583,7,2,Zappeur
584,Graduate,27,42.0,3/4/2014,584,4,2,Zappeur
585,Graduate,83,819.0,18-04-2014,585,20,0,Potentiel
586,Graduate,79,1151.0,23-09-2012,586,16,3,Habituel
587,Postgraduate,69,594.0,14-09-2013,587,17,0,Potentiel
588,Postgraduate,77,129.0,17-05-2014,588,7,2,Zappeur
589,Postgraduate,15,213.0,20-08-2013,589,8,2,Zappeur
590,Graduate,99,67.0,12/10/2012,590,5,2,Zappeur
591,Graduate,61,28.0,12/12/2012,591,4,2,Zappeur
592,Undergraduate,23,45.0,10/11/2013,592,4,2,Zappeur
593,Graduate,84,1193.0,30-01-2014,593,17,3,Habituel
594,Postgraduate,74,268.0,11/9/2013,594,10,2,Zappeur
595,Postgraduate,90,266.0,19-09-2013,595,11,2,Zappeur
596,Undergraduate,41,37.0,26-10-2012,596,4,2,Zappeur
597,Graduate,28,37.0,19-10-2013,597,5,2,Zappeur
598,Postgraduate,73,882.0,4/6/2013,598,22,3,Habituel
599,Graduate,88,373.0,17-08-2012,599,13,0,Potentiel
600,Postgraduate,94,35.0,21-02-2013,600,4,2,Zappeur
601,Postgraduate,31,107.0,31-08-2012,601,1,2,Zappeur
602,Graduate,31,42.0,17-09-2013,602,4,2,Zappeur
603,Postgraduate,6,326.0,9/12/2012,603,12,2,Zappeur
604,Postgraduate,23,404.0,26-01-2013,604,14,0,Potentiel
605,Graduate,92,95.0,29-12-2012,605,5,2,Zappeur
606,Graduate,52,939.0,11/2/2014,606,13,3,Habituel
607,Undergraduate,50,33.0,11/3/2013,607,4,2,Zappeur
608,Undergraduate,54,981.0,26-10-2012,608,20,3,Habituel
609,Graduate,93,36.0,7/5/2014,609,5,2,Zappeur
610,Graduate,56,1237.0,19-08-2013,610,19,3,Habituel
611,Graduate,28,1825.0,18-07-2013,611,27,1,Fidele
612,Postgraduate,94,103.0,11/12/2012,612,6,2,Zappeur
613,Graduate,76,191.0,28-10-2013,613,9,2,Zappeur
614,Postgraduate,43,1586.0,9/11/2012,614,23,1,Fidele
615,Postgraduate,46,963.0,26-07-2013,615,13,3,Habituel
616,Undergraduate,13,889.0,6/5/2013,616,21,3,Habituel
617,Undergraduate,27,93.0,3/6/2013,617,6,2,Zappeur
618,Graduate,12,1587.0,18-03-2013,618,20,1,Fidele
619,Graduate,3,16.0,17-08-2012,619,3,2,Zappeur
620,Graduate,72,1375.0,11/7/2013,620,31,3,Habituel
621,Graduate,6,393.0,14-07-2013,621,13,0,Potentiel
622,Postgraduate,53,1477.0,10/3/2014,622,21,1,Fidele
623,Graduate,58,1179.0,28-12-2013,623,16,3,Habituel
624,Graduate,78,1005.0,3/6/2013,624,22,3,Habituel
625,Postgraduate,57,1348.0,20-01-2013,625,20,3,Habituel
626,Postgraduate,37,1307.0,3/6/2013,626,19,3,Habituel
627,Graduate,20,486.0,21-09-2012,627,13,0,Potentiel
628,Postgraduate,73,2252.0,6/9/2012,628,12,1,Fidele
629,Postgraduate,56,235.0,18-12-2012,629,10,2,Zappeur
630,Graduate,36,1724.0,19-11-2013,630,30,1,Fidele
631,Postgraduate,9,235.0,13-06-2014,631,10,2,Zappeur
632,Postgraduate,42,1092.0,15-01-2014,632,25,3,Habituel
633,Graduate,28,599.0,15-02-2014,633,15,0,Potentiel
634,Postgraduate,23,2008.0,18-04-2013,634,19,1,Fidele
635,Graduate,38,48.0,10/3/2014,635,4,2,Zappeur
636,Graduate,63,1174.0,4/6/2013,636,27,3,Habituel
637,Postgraduate,71,67.0,8/1/2013,637,6,2,Zappeur
638,Graduate,9,365.0,28-09-2012,638,13,0,Potentiel
639,Graduate,81,6.0,6/11/2013,639,0,2,Zappeur
640,Graduate,87,165.0,5/10/2012,640,8,2,Zappeur
641,Undergraduate,92,210.0,13-05-2014,641,9,2,Zappeur
642,Postgraduate,36,1095.0,30-12-2012,642,25,3,Habituel
643,Postgraduate,86,223.0,7/5/2013,643,8,2,Zappeur
644,Graduate,83,597.0,10/3/2013,644,18,0,Potentiel
645,Graduate,74,22.0,18-08-2013,645,3,2,Zappeur
646,Graduate,87,1064.0,21-01-2013,646,23,3,Habituel
647,Undergraduate,29,74.0,13-12-2013,647,5,2,Zappeur
648,Postgraduate,88,26.0,23-05-2014,648,4,2,Zappeur
649,Graduate,77,60.0,16-09-2013,649,4,2,Zappeur
650,Postgraduate,25,20.0,17-02-2014,650,3,2,Zappeur
651,Undergraduate,34,59.0,27-08-2012,651,5,2,Zappeur
652,Postgraduate,43,34.0,12/8/2012,652,4,2,Zappeur
653,Undergraduate,76,198.0,13-04-2014,653,9,2,Zappeur
654,Postgraduate,81,1048.0,3/8/2012,654,25,3,Habituel
655,Postgraduate,87,574.0,7/2/2014,655,16,0,Potentiel
656,Graduate,33,1029.0,4/1/2014,656,13,3,Habituel
657,Graduate,38,670.0,22-09-2012,657,18,0,Potentiel
658,Postgraduate,63,990.0,31-08-2013,658,14,3,Habituel
659,Graduate,26,11.0,21-10-2013,659,3,2,Zappeur
660,Postgraduate,17,1241.0,7/12/2012,660,18,3,Habituel
661,Graduate,75,576.0,14-11-2013,661,16,0,Potentiel
662,Undergraduate,13,172.0,25-12-2013,662,8,2,Zappeur
663,Postgraduate,19,664.0,7/9/2012,663,19,0,Potentiel
664,Graduate,51,928.0,1/1/2013,664,21,3,Habituel
665,Graduate,81,2074.0,28-12-2012,665,29,1,Fidele
666,Undergraduate,32,467.0,16-05-2013,666,14,0,Potentiel
667,Graduate,84,257.0,25-09-2013,667,10,2,Zappeur
668,Graduate,87,1146.0,9/5/2013,668,16,3,Habituel
669,Postgraduate,99,689.0,7/11/2013,669,18,0,Potentiel
670,Postgraduate,96,2114.0,29-07-2013,670,21,1,Fidele
671,Postgraduate,21,1717.0,8/11/2013,671,29,1,Fidele
672,Postgraduate,40,1346.0,12/9/2012,672,20,3,Habituel
673,Postgraduate,3,1044.0,16-12-2013,673,14,3,Habituel
674,Postgraduate,98,493.0,1/12/2012,674,16,0,Potentiel
675,Graduate,73,957.0,22-05-2014,675,12,3,Habituel
676,Postgraduate,90,270.0,30-10-2012,676,9,2,Zappeur
677,Undergraduate,29,29.0,2/1/2014,677,4,2,Zappeur
678,Postgraduate,3,121.0,16-06-2013,678,6,2,Zappeur
679,Postgraduate,94,126.0,23-12-2013,679,7,2,Zappeur
680,Graduate,65,23.0,18-10-2013,680,3,2,Zappeur
681,Postgraduate,33,57.0,30-08-2012,681,5,2,Zappeur
682,Graduate,46,636.0,25-07-2013,682,18,0,Potentiel
683,Graduate,29,1004.0,24-10-2013,683,27,3,Habituel
684,Graduate,99,734.0,19-12-2013,684,17,0,Potentiel
685,Graduate,26,614.0,7/3/2013,685,18,0,Potentiel
686,Graduate,30,1453.0,12/9/2012,686,18,1,Fidele
687,Postgraduate,27,1621.0,4/8/2012,687,14,1,Fidele
688,Postgraduate,24,187.0,16-05-2014,688,9,2,Zappeur
689,Graduate,93,1443.0,30-09-2013,689,20,1,Fidele
690,Postgraduate,34,57.0,4/10/2012,690,5,2,Zappeur
691,Graduate,88,637.0,25-08-2013,691,18,0,Potentiel
692,Postgraduate,96,948.0,12/7/2013,692,11,3,Habituel
693,Postgraduate,10,59.0,2/11/2013,693,4,2,Zappeur
694,Graduate,26,18.0,29-05-2013,694,3,2,Zappeur
695,Postgraduate,49,903.0,26-07-2013,695,22,3,Habituel
696,Graduate,11,112.0,26-03-2014,696,6,2,Zappeur
697,Graduate,44,596.0,8/4/2013,697,17,0,Potentiel
698,Graduate,75,233.0,3/11/2013,698,10,2,Zappeur
699,Postgraduate,64,1511.0,9/4/2014,699,10,1,Fidele
700,Undergraduate,19,1152.0,17-09-2013,700,16,3,Habituel
701,Graduate,45,48.0,12/3/2014,701,5,2,Zappeur
702,Graduate,77,1185.0,11/2/2014,702,25,3,Habituel
703,Graduate,9,21.0,29-04-2014,703,3,2,Zappeur
704,Postgraduate,1,965.0,26-12-2013,704,14,3,Habituel
705,Graduate,90,869.0,10/1/2013,705,20,3,Habituel
706,Postgraduate,43,16.0,27-06-2014,706,4,2,Zappeur
707,Graduate,79,1947.0,10/4/2013,707,15,1,Fidele
708,Graduate,19,71.0,21-11-2013,708,7,2,Zappeur
709,Graduate,99,65.0,10/1/2013,709,5,2,Zappeur
710,Graduate,62,1380.0,12/7/2013,710,23,3,Habituel
711,Postgraduate,41,1027.0,21-10-2012,711,22,3,Habituel
712,Postgraduate,60,411.0,20-02-2013,712,14,0,Potentiel
713,Graduate,17,836.0,14-05-2013,713,25,0,Potentiel
714,Postgraduate,24,11.0,7/8/2013,714,3,2,Zappeur
715,Postgraduate,60,480.0,7/12/2012,715,15,0,Potentiel
716,Graduate,57,606.0,23-09-2012,716,16,0,Potentiel
717,Postgraduate,74,284.0,11/2/2013,717,11,2,Zappeur
718,Graduate,22,1472.0,31-03-2013,718,11,1,Fidele
719,Graduate,46,1677.0,29-03-2014,719,25,1,Fidele
720,Graduate,69,1335.0,19-12-2012,720,17,3,Habituel
721,Postgraduate,29,334.0,2/5/2013,721,12,2,Zappeur
722,Undergraduate,37,18.0,23-05-2014,722,3,2,Zappeur
723,Graduate,26,1338.0,13-02-2013,723,18,3,Habituel
724,Postgraduate,8,1099.0,1/8/2012,724,26,3,Habituel
725,Postgraduate,26,97.0,8/6/2014,725,6,2,Zappeur
726,Postgraduate,79,63.0,23-11-2013,726,6,2,Zappeur
727,Undergraduate,71,109.0,25-01-2014,727,7,2,Zappeur
728,Graduate,83,902.0,11/10/2013,728,20,3,Habituel
729,Graduate,57,1574.0,15-04-2013,729,19,1,Fidele
730,Undergraduate,37,38.0,27-09-2013,730,6,2,Zappeur
731,Graduate,30,960.0,7/8/2012,731,23,3,Habituel
732,Graduate,34,28.0,12/6/2013,732,3,2,Zappeur
733,Undergraduate,0,1215.0,16-10-2013,733,27,3,Habituel
734,Postgraduate,89,1497.0,9/10/2013,734,21,1,Fidele
735,Postgraduate,92,449.0,29-04-2014,735,15,0,Potentiel
736,Graduate,87,1064.0,29-03-2013,736,23,3,Habituel
737,Graduate,20,1757.0,3/6/2014,737,24,1,Fidele
738,Graduate,56,1440.0,18-03-2013,738,20,1,Fidele
739,Undergraduate,28,1006.0,9/8/2012,739,23,3,Habituel
740,Postgraduate,55,1226.0,23-03-2013,740,18,3,Habituel
741,Graduate,25,1171.0,6/3/2013,741,15,3,Habituel
742,Postgraduate,0,92.0,1/1/2014,742,6,2,Zappeur
743,Postgraduate,86,99.0,1/8/2013,743,7,2,Zappeur
744,Undergraduate,8,66.0,25-01-2014,744,6,2,Zappeur
745,Graduate,33,564.0,12/5/2013,745,17,0,Potentiel
746,Postgraduate,13,1427.0,9/12/2013,746,20,3,Habituel
747,Postgraduate,12,86.0,9/3/2014,747,5,2,Zappeur
748,Graduate,92,833.0,15-09-2013,748,18,0,Potentiel
749,Graduate,90,242.0,29-01-2014,749,9,2,Zappeur
750,Graduate,8,1869.0,31-12-2013,750,16,1,Fidele
751,Graduate,6,1364.0,3/10/2013,751,28,3,Habituel
752,Undergraduate,91,183.0,25-12-2013,752,7,2,Zappeur
753,Postgraduate,52,450.0,28-02-2013,753,14,0,Potentiel
754,Graduate,3,758.0,2/5/2014,754,19,0,Potentiel
755,Postgraduate,57,1507.0,9/2/2013,755,19,1,Fidele
756,Graduate,9,654.0,11/8/2012,756,17,0,Potentiel
757,Graduate,22,81.0,19-09-2013,757,6,2,Zappeur
758,Postgraduate,76,137.0,15-03-2013,758,1,2,Zappeur
759,Graduate,86,16.0,6/4/2014,759,3,2,Zappeur
760,Postgraduate,64,93.0,3/10/2013,760,6,2,Zappeur
761,Postgraduate,90,1158.0,24-04-2014,761,17,3,Habituel
762,Postgraduate,79,43.0,28-10-2013,762,4,2,Zappeur
763,Graduate,28,1525.0,10/5/2013,763,20,1,Fidele
764,Postgraduate,86,1230.0,22-05-2014,764,18,3,Habituel
765,Graduate,42,29.0,27-04-2013,765,4,2,Zappeur
766,Graduate,39,25.0,11/9/2012,766,4,2,Zappeur
767,Graduate,8,24.0,5/9/2012,767,3,2,Zappeur
768,Graduate,40,38.0,1/9/2013,768,4,2,Zappeur
769,Undergraduate,5,57.0,26-05-2013,769,5,2,Zappeur
770,Postgraduate,96,47.0,3/7/2013,770,7,2,Zappeur
771,Postgraduate,28,813.0,12/12/2013,771,18,0,Potentiel
772,Postgraduate,22,629.0,24-04-2013,772,16,0,Potentiel
773,Graduate,30,377.0,13-04-2013,773,13,0,Potentiel
774,Postgraduate,45,1612.0,8/12/2012,774,13,1,Fidele
775,Postgraduate,58,729.0,6/3/2013,775,16,0,Potentiel
776,Graduate,49,50.0,30-08-2013,776,5,2,Zappeur
777,Graduate,37,270.0,26-01-2014,777,11,2,Zappeur
778,Graduate,70,177.0,18-12-2013,778,7,2,Zappeur
779,Postgraduate,33,315.0,12/9/2013,779,12,2,Zappeur
780,Postgraduate,98,767.0,5/4/2014,780,20,0,Potentiel
781,Undergraduate,17,1071.0,14-04-2014,781,23,3,Habituel
782,Graduate,54,1580.0,11/5/2014,782,23,1,Fidele
783,Graduate,39,60.0,19-03-2014,783,7,2,Zappeur
784,Postgraduate,81,573.0,18-06-2013,784,17,0,Potentiel
785,Graduate,71,41.0,29-10-2012,785,4,2,Zappeur
786,Graduate,62,170.0,15-02-2014,786,7,2,Zappeur
787,Postgraduate,8,1167.0,2/1/2013,787,27,3,Habituel
788,Graduate,76,1526.0,29-05-2014,788,22,1,Fidele
789,Postgraduate,66,458.0,8/9/2012,789,15,0,Potentiel
790,Postgraduate,83,63.0,15-01-2013,790,5,2,Zappeur
791,Graduate,28,405.0,7/11/2012,791,13,0,Potentiel
792,Graduate,87,1027.0,19-07-2013,792,13,3,Habituel
793,Graduate,43,1478.0,29-10-2013,793,20,1,Fidele
794,Graduate,0,72.0,5/4/2013,794,4,2,Zappeur
795,Graduate,1,48.0,20-01-2013,795,5,2,Zappeur
796,Graduate,1,726.0,28-06-2014,796,15,0,Potentiel
797,Postgraduate,72,860.0,23-10-2012,797,21,3,Habituel
798,Postgraduate,72,1497.0,2/3/2013,798,22,1,Fidele
799,Postgraduate,12,495.0,14-12-2013,799,16,0,Potentiel
800,Graduate,89,20.0,13-12-2013,800,3,2,Zappeur
801,Graduate,67,570.0,26-03-2013,801,16,0,Potentiel
802,Graduate,54,769.0,19-01-2013,802,20,0,Potentiel
803,Undergraduate,34,55.0,5/11/2013,803,5,2,Zappeur
804,Postgraduate,15,1808.0,6/4/2013,804,17,1,Fidele
805,Graduate,43,55.0,4/11/2013,805,5,2,Zappeur
806,Graduate,0,577.0,23-03-2014,806,17,0,Potentiel
807,Graduate,74,162.0,21-10-2013,807,7,2,Zappeur
808,Graduate,61,1957.0,22-03-2013,808,19,1,Fidele
809,Undergraduate,51,1576.0,6/4/2013,809,23,1,Fidele
810,Graduate,97,1616.0,16-10-2013,810,14,1,Fidele
811,Graduate,75,36.0,20-04-2013,811,4,2,Zappeur
812,Postgraduate,83,1482.0,31-05-2014,812,21,1,Fidele
813,Graduate,23,22.0,4/2/2013,813,4,2,Zappeur
814,Postgraduate,65,63.0,23-11-2013,814,5,2,Zappeur
815,Graduate,94,680.0,12/5/2014,815,17,0,Potentiel
816,Postgraduate,42,542.0,12/3/2014,816,17,0,Potentiel
817,Undergraduate,10,50.0,24-11-2012,817,5,2,Zappeur
818,Graduate,94,39.0,29-03-2014,818,4,2,Zappeur
819,Graduate,50,1043.0,1/9/2013,819,23,3,Habituel
820,Postgraduate,46,385.0,5/5/2013,820,12,0,Potentiel
821,Graduate,98,1633.0,8/8/2013,821,26,1,Fidele
822,Undergraduate,42,46.0,15-06-2014,822,4,2,Zappeur
823,Graduate,30,761.0,18-04-2013,823,18,0,Potentiel
824,Graduate,11,76.0,22-05-2013,824,6,2,Zappeur
825,Graduate,61,290.0,16-04-2013,825,11,2,Zappeur
826,Graduate,12,89.0,7/5/2013,826,7,2,Zappeur
827,Graduate,76,70.0,12/1/2013,827,7,2,Zappeur
828,Undergraduate,2,1066.0,11/5/2013,828,16,3,Habituel
829,Graduate,43,2009.0,1/3/2014,829,18,1,Fidele
830,Undergraduate,27,1345.0,22-11-2013,830,17,3,Habituel
831,Postgraduate,60,764.0,10/9/2012,831,20,0,Potentiel
832,Graduate,79,195.0,5/5/2013,832,9,2,Zappeur
833,Graduate,96,53.0,2/10/2013,833,7,2,Zappeur
834,Graduate,17,368.0,14-02-2013,834,11,0,Potentiel
835,Postgraduate,0,544.0,29-03-2013,835,17,0,Potentiel
836,Undergraduate,38,1853.0,25-04-2013,836,24,1,Fidele
837,Postgraduate,43,35.0,23-09-2012,837,4,2,Zappeur
838,Postgraduate,1,446.0,2/7/2013,838,15,0,Potentiel
839,Graduate,25,1180.0,21-03-2014,839,24,3,Habituel
840,Postgraduate,2,41.0,5/8/2013,840,4,2,Zappeur
841,Graduate,66,727.0,29-11-2012,841,19,0,Potentiel
842,Graduate,49,40.0,12/5/2014,842,4,2,Zappeur
843,Undergraduate,5,1062.0,10/11/2012,843,25,3,Habituel
844,Graduate,71,40.0,27-07-2013,844,5,2,Zappeur
